Annotation,Text_lemm_char_4_gram
0,supp uppo ppor port saud audi simp impl mply busi usin sine ines ness saud audi prod rodu oduc duce isla slam
0,look like snot
0,musl usli slim blas lasp asph sphe phem hemy impo mpos pose
1,keep brai rain enga ngag gage poin oint fact actu ctua tual evid vide iden denc ence unno nnot noti otic tice iced
0,talk comp ompu mput pute uter late ater make feel well
0,andr ndre chea heat eate ater unfa nfai fair cann anno nnot give some omeo meon eone kata atan tand anda ndan dand andr ndre
0,anot noth othe ther moro oron anot noth othe ther cons onsp nspi spir pira irac racy theo heor eory
1,choi hoic oice oppo ppos pose sing ingl ngle moth othe ther
0,bran ranc anch mana anag nage agem geme emen ment comm ommi mmit mits spec peci ecif cifi ific tick icke cket amaz maze
0,good lord
0,wish peop eopl ople woul ould stop deco econ cons onst nstr stru truc ruct dess esse sser sert
1,woul ould scor core bimb imbo inst nsta stan tant rest esta stau taur aura uran rant pers erso rson sona onal nali alit lity suck
0,crea reat eate lite iter tera eral wall
0,welc elco lcom come back coli olin mkr2 kr20 r201 2015
1,mary seri erio riou ious ousl usly
0,sick ridi idic dicu icul culo ulou lous scor core meth etho thod
1,sexi exis xist jesu esus chri hris rist sara arah pali alin comp ompl mple plet lete joke poli olit liti itic tics hill illa llar lary diff iffe ffer fere eren rent well much
0,basi asic sica ical call ally twis wist seri erie ries anno nnoy exte xten tend seas easo ason
2,read eadi adin ding kora oran vers erse cong ongr ngre greg rega egat gati atio tion anyt nyti ytim time soon isla slam musl usli slim
0,fuck fore orev reve ever game amer merg erga rgat gate
1,expe xper peri erie rien ienc ence terr erri rrib ribl ible clas lass assm ssma smat mate fuck keep slit shut skan kank
0,coul ould manu secr ecre cret retl etly cook dinn inne nner andr ndre woul ould like
0,nooo sher heri emil mili ilie want sudd udde dden deat eath
0,real cook ooki okin king main
0,work
0,psyc sych ychi chia hiat iatr atri tris rist
0,scor core stra trat rate ateg tegi egic gica ical call ally prov rove good cook kata atan tand anda ndan dand andr ndre
0,watc atch puti utin prop ropa opag paga agan gand anda
0,peop eopl ople daes aesh arou roun ound asad dang ange nger mari arin rine mari arin rine dang ange nger good kill civi ivil vili ilia lian
1,call sexi exis xist woma oman hock ocke ckey soun ound righ ight
0,eart arth woul ould bubb ubbl bble sque quea ueak cons onsi nsid side ider appe ppea peal left efto ftov tove over crap cook
1,stea team cunt flam lame shor hort time stil till cook
1,thin hink dras rasc asco offe ffer coli olin fash ashi shio hion wris rist isty
2,pale ales lest esti stin tini inia nian trai rain chil hild hate isra srae rael aeli conf onfr nfro fron ront onta ntat tati atio tion prop ropa opag paga agan gand anda
0,judg udge comm omme mmen ment funn unny
0,peop eopl ople make mess stuf tuff enou noug ough drug idea shop hopl opli plif lift ifte fter poor folk head eada adac dac…
0,drea read peop eopl ople find twit witt itte tter star tart send angr ngry lett ette tter
2,west este ster tern worl orld unaw nawa awar ware laye ayer isla slam lamo amol molu olun luna unat nati atic tics live thum humb dict icta ctat tato ator
0,clai laim doxx oxxe xxed idea even scre cree reen eenc enca ncap case dele elet lete
0,glad inst nsta stan tant rest esta stau taur aura uran rant miss chao haos ilov love oveb vebr ebre brea reak eakf akfa kfas fast andc ndca dcam camp ampi mpin ping
2,blow murd urde rder isla slam lami amis mist dead reli elig ligi igio giou ious obje bjec ject ecti ctiv tive
0,woul ould kind stuf tuff woul ould want pres rese esen sent expe xper pert erti rtis tise anti ntih tiha ihar hara aras rass assm ssme smen ment tool devo evop vops
1,fuck catw atwa twal walk miss pole
0,brea reak regu egul gula ular larl arly sche ched hedu edul dule prog rogr ogra gram grad stud tude uden dent
2,paci acif cifi ific fici icim solu olut luti utio tion hind indu musl usli slim slau laug augh ught ghte hter year
0,sure good excu xcus cuse
0,welc elco lcom come back koba oban bani twit witt itte tter terk erku rkur kurd urds
1,know litt ittl ttle told thou houg ough ught smil mile face hypo ypoc pocr ocri cris risy isym symi ymis misa isan sand andr ndry epit pito itom tomi omiz mize mode oder dern femi emin mini inis nism
0,hour atta ttac tack jong give favo avor vori orit rite
0,pret rett etty much syno ynon nony onym ciga igar gare aret rett ette penc enci ncil skin kinn inny
0,terr erro rror rori oris rist list pesh eshm shme hmer merg erga
0,nikk ikki pout anno nnoy read eady wipe kick show
1,elim limi imin mina inat nate spor port orts rtsm tsma sman mans ansh nshi ship mkr2 kr20 r201 2015
1,mayb aybe coul ould live help sexi exis xist hear woma oman voic oice radi adio turn
0,stil till marv arve rvel
0,answ nswe swer noth othi thin hing blin lind irra rrat rati atio tion iona onal beli elie lief
2,ever very bord orde rder isla slam ever very reli elig ligi igio gion reli elig ligi igio gion bloo lood oody
0,beco ecom come clea lear need find peop eopl ople pres ress essc ssco scor corp orpo rpor pora orat rate comp ompe mpet pete eten tent writ rite code
0,adam mone oney dead eadb adbe dbea beat
2,worl orld need decl ecla clar lare isla slam canc ance ncer
2,furt urth rthe ther herm ermo rmor more hadi adit dith aish isha clas lass assi ssif sify sahi ahih mean eani anin ning soun ound
0,pile dead daes aesh
0,mike prys rysn ysne sner puti utin paid russ ussi ssia sian trol roll work prop ropa opag paga agan gand anda swea weat shop pete eter ters ersb rsbu sbur burg
0,dres ress slid lide walk talk dire irec rect ectl ctly neve ever
0,awww wwww love ovel vely sent enti ntim time imen ment care imam
0,blin lind hatr atre tred woul ould feel budd uddh ddhi dhis hism hind indu ndui duis uism blin lind stup tupi upid pidi idit dity
0,exec xecu ecut cute educ duca ucat cate prof rofe ofes fess essi ssio sion iona onal woma oman daes aesh
1,call sexi exis xist thin hink woma oman seri erio riou ious ousl usly lack know nowl owle wled ledg edge come femi emin mini inis nism rand ando ndom
0,pesh eshm shme hmer merg erga forc orce mana anag nage main road afar mosu osul disr isru srup rupt supp uppl pply chai hain
0,mult ulti ltit titu itud tude fuck uckw ckwi kwit wits know turn oven venu enun nunl unli nlik like othe ther hers hide ideo deou eous bunc unch
0,fina inal nall ally deta etai tail puti utin peac eace plan prop ropo opos posa osal
0,thre hree scor core good work sher herl erlo rloc lock
0,quie uiet ietl etly help gato ator alre lrea read eady
0,prob roba obab babl ably sort shel helt elte lter
0,wher here eres manu
0,yumm ummi yumm ummi mmie yumm ummi mmie like mine
0,hidi idin ding real eali alit lity peop eopl ople regu egul gula ular peac eace love deal ealt
2,viol iola olat lati atio tion isla slam isla slam dema eman mand behe ehea head rath athe ther burn
2,soci ocia cial iali alis list mosl osle slem work toge oget geth ethe ther dest estr stro troy aust ustr stra tral rali alia
0,give chil hill weed walk door cafe comp ompl mple plet lete etel tely dren renc ench
0,lear earn isla slam musl usli slim
2,poor daes aesh rape tort ortu rtur ture make exec xecu ecut cuti utio tion vide ideo
1,coul ould poss ossi ssib sibl ibly mode odel
0,west este ster tern medi ediu dium mass behe ehea head eadi adin ding mass exec xecu ecut cuti utio tion
0,lite iter tera eral rall ally cann anno nnot stan tand andr ndre
0,howe owev weve ever twit witt itte tter clie lien ient supp uppo ppos pose tool ools olse lsex sexp devp evpo vpol poli olic licy real eall ally enco ncou cour oura urag rage part arty clie lien ient
0,laug augh faux auxf uxff xffe ffen fens ense orig rigi igin gina inal twee weet woma oman allo llow driv rive chri hris riss issa ssak sake akes
0,take mome omen ment refl efle flec lect ever very eryt ryth ythi thin hing wron rong para arag ragr agra grap raph wadh adhw dhwa
1,cunt
0,dres ress
2,look land occu ccup cupa upat pati atio tion gree reen isla slam lami amic domi omin mina inat nati atio tion dupe uped
0,woma oman tech vive ivek wadh adhw dhwa spea peak stop topw opwa pwad wadh adhw dhwa hwa2 wa20 a201 2015
1,well scor core shit hitl itlo tloa load goal yout outh team make prof rofe ofes fess essi ssio sion iona onal
2,smel mell grea reat daes aesh
0,cong ongr ngra grat ratu atul tula ulat lati atio tion peop eopl ople choi hoic oice cami amil mill illa
0,stay unin ninv invo nvol volv olve lved atta ttac tack work glhf brin ring
0,must high scor core
1,shit frea reak ball andr ndre anot noth othe ther week
0,awww wwww wwww wwww wwww wwww wwww suck baha ahah haha ahah haha haha ahah haha ahah haha ahah haha
0,deco econ cons onst nstr stru truc ruct lemo emon tart mean coul ould both othe ther make real
0,hair look amaz maze
0,stal talk resp espo spon pond blog post make forg orgo rgot gott otte tten
0,care rela elat lati atio tion ions onsh nshi ship saud audi busi usin sine ines ness saud waha ahab habi
0,sour ourc urce fake kurd urdi rdis dish news site
0,team thin hink elim limi imin mina inat nate toni onig nigh ight
2,wron rong moha oham hamm amme mmed liar rapi apis pist murd urde rder dere erer slav lave trad rade ader cara arav rava avan robb obbe bber sexi exis xist istb stbi tbig bigg iggo ggot
2,chri hris rist isti stia tian iani anit nity musl usli slim coun ount untr ntry allo llow isla slam
1,femi emin mini inis nist thin hink femi emin mini inis nism
0,hope hist isto stor tory assu ssum sume male like dras rask asko
0,purc urch rcha chas hase sock drea ream sadl adly
1,sexi exis xist woma oman play foot ootb otba tbal ball past unle nles less
0,phew lemo emon curd lemo emon
1,chan hang ange face fuck ucke cker kerf erfa rfac face
0,appa ppal 5700 7000 chil hild work hour week turk urke rkey repo epor port
2,moha oham hamm amme mmed lead majo ajor mili ilit lita itar tary expe xped pedi edit diti itio tion murd urde rder ensl nsla slav lave thou hous ousa usan sand ands ndsj dsje sjes jesu esus susb usbu sbud budd uddh ddha lead none
0,auth utho thor know some omeo meon eone need empa mpat path athy perf erfo rfor form
0,reco econ cons onst nstr stru truc ruct pota otat tato atoh tohe ohen heng enge
2,jiha ihad word ords rdsh dsho show word isla slam twis wist dece ecei ceiv eive kafi afir
2,trol roll salo alon know prop roph ophe phet moha oham hamm amme mmed cara arav rava avan robb obbe bber isla slam
0,yesa esal sall allw llwo lwom wome omen loui ouis show make woma oman take youn oung woma oman ruin
1,love also scie cien ient enti ntis tist work educ duca ucat cati atio tion expe xper peri erie rien ienc ence expe xper peri erie rien ienc ence nce…
1,sexi exis xist istb stbu tbut theo heor eory fema emal male unab nabl able tell diff iffe ffer fere eren renc ence stan tand anda ndar dard high def…
2,isla slam reli elig ligi igio gion hate viol iole olen lenc ence dece ecei ceit
2,obvi bvio viou ious targ arge rget weap eapo apon issu ssue kill terr erro rror rori oris rist kind weap eapo apon good
0,mind late ater even tomo omor morr orro rrow need talk some omeo meon eone sale thin hink give deta etai tail
1,abus buse user serd erdy rdyn dyna ynam nami amic mics girl coun ount luck ucky stil till shou hout mean care
0,crea ream make aker cent entr ntra tral inse nser sert upsi psid side
0,case anyo nyon yone meat eatb atba tbal ball alls lls…
0,many rule fema emal male math lady adyl dyli ylik like
0,unde nder ders erst rsta stan tand engl ngli glis lish perf erfe rfec fect micr icro crob robr obra brai rain
0,happ appy than hank anks
0,daes aesh liby ibya exec xecu ecut cute egyp gypt ypti ptia tian supp uppo ppos pose make egyp gypt ypti ptia tian
0,omfg sher herr erri rrie riee ieem eemi emil mili ilie noth othi thin hing
0,thin hing actu ctua tual uall ally stuf tuff figu igur gure come easy trac rack soci ocia cial grou roup
0,food look deli elic lici icio ciou ious want camp ampe mper
0,andr ndre spec peci ecia cial plac lace hell peop eopl ople like
0,cann anno nnot make shit
1,sexi exis xist girl nons onse nsen sens ense real eall ally attr ttra trac ract acti ctiv tive
1,sexi exis xist ferr erra rrar rari
0,want call righ ight wing inge nger subs ubst bsta stan tanc ance knee jerk reac eact acti ctio tion take side
0,grea reat toda oday than hank smal mall part worl orld time lite iter tera eral rall ally take cape
0,brin ring cook ooki okin king crea ream mkr2 kr20 r201 2015
1,some omeo meon eone give slap acro cros ross head bitc itch
0,thed hedr edre dres ress obvi bvio viou ious ousl usly gold whit hite
2,musl usli slim incl nclu clud lude prop roph ophe phet reve evel illi llit lite iter tera erac racy
0,othe ther hers know nowl owle wled ledg edge prom romo omos
0,refu efus fuse remo emov move acco ccou coun ount piss gato ator
0,hope kata atan tand anda ndan dand andr ndre kick said aidn idno dnoo noon oone onee neev eeve ever
0,anot noth othe ther daes aesh atta ttac tack fanb anbo nboy boys exci xcit cite leav eave noth othi thin hing behi ehin hind dead daes aesh 24hr late ater
0,look icon judg udgi dgin ging ingg nggg gggg gggg
0,resi esis sist answ nswe swer twit witt itte tter quot uote pres ress need rest oapi invo nvol volv olve stat tate atem teme emen ment
1,cunt arse rseh seho ehol hole rema emai main bunc unch cunt fuck ucko ckof koff shit hitc itco tcoo cook ooks cant antc ntco tcoo cook kata atan tand anda ndan dand andr ndre
